Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price
Oregano Pizza & Pasta,"Italian, Pizza",Pizza,Italian,3.5,"10909 Yonge Street, Richmond Hill",43.89350581130783,-79.43957907187907,40,2406.201416532716,+19058848600,False,$$
Sarko Georgian Restaurant,Pan Asian,,Pan Asian,4.0,"1480 Major MacKenzie Drive, Vaughan",43.8627114337713,-79.4871963647119,23,3671.0809463412434,+19054174664,False,N/A
Halibut House,"Fish & Chips, Breakfast & Brunch, Seafood",Seafood,,4.5,"1840 Major MacKenzie Drive W, Vaughan",43.8585124,-79.4994395,14,4420.229257120172,+19053030988,False,$$
Afghan Cuisine,Afghan,,,3.5,"10909 Yonge Street, Richmond Hill",43.8931308923899,-79.4404869619713,37,2333.2197694913157,+19052377177,False,$$
AllStar Wings & Ribs,"Chicken Wings, Barbeque, Sports Bars","Barbeque, Sports Bars",,3.0,"10520 Yonge Street, Richmond Hill",43.8835706671261,-79.4406867755,122,2552.5085355672873,+19057374917,False,$$
Tochal,Persian/Iranian,,Persian/Iranian,4.0,"10255 Yonge Street, Richmond Hill",43.877574,-79.43825,14,3061.7055566667696,+19057878080,False,N/A
Wvrst,"German, Beer Bar",Beer Bar,German,4.0,"609 King Street W, Toronto",43.64418555054,-79.401014855291,834,3610.3750653298575,+14167037775,False,$$
Pizzeria Libretto,"Pizza, Italian",Pizza,Italian,4.0,"221 Ossington Avenue, Toronto",43.64898,-79.42021,566,2426.284383382711,+14165328000,False,$$
Daldongnae Korean BBQ - Christie,"Korean, Barbeque",Barbeque,Korean,4.5,"658 Bloor Street, Toronto",43.66434,-79.41566,95,1186.9656316042947,+14169012820,False,$$$
Mezes,"Greek, Mediterranean",,"Greek, Mediterranean",4.0,"456 Danforth Avenue, Toronto",43.6781397,-79.3502475,265,270.1242906096721,+14167785150,False,$$
Descendant Detroit Style Pizza,Pizza,Pizza,,4.5,"1168 Queen Street E, Toronto",43.662889,-79.332404,448,2488.783165745708,+16473471168,False,$$
Pantheon Restaurant,"Greek, Mediterranean",,"Greek, Mediterranean",4.0,"407 Danforth Avenue, Toronto",43.67744,-79.35129,351,276.4729535894581,+14167781929,False,$$
Pizzeria Libretto Danforth,"Pizza, Italian",Pizza,Italian,4.0,"550 Danforth Avenue, Toronto",43.6785868,-79.3475785,325,436.5604408228366,+14164660400,False,$$
The Wren,"Bars, American",Bars,American,4.0,"1382 Danforth Avenue, Toronto",43.6824096,-79.3280496,223,2011.6463569917687,+16477481382,False,$$
Simone's Caribbean Restaurant,Caribbean,,Caribbean,4.5,"596 Danforth Avenue, Toronto",43.67884,-79.34654,146,513.8483879706993,+14167925252,False,$$
Messini Authentic Gyros,"Greek, Sandwiches",Sandwiches,Greek,3.5,"445 Danforth Avenue, Toronto",43.67753,-79.3503999,532,290.1177186622398,+14167784861,False,$$
Athens Restaurant,"Greek, Seafood",Seafood,Greek,4.0,"707 Danforth Avenue, Toronto",43.6789599,-79.34341,91,752.3184784444712,+14164654441,False,$$
RYUS Noodle Bar,Ramen,,,4.0,"786 Broadview Avenue, Toronto",43.6771,-79.35905,393,583.1412222502687,+16473449306,False,$$
Papyrus,Egyptian,,,5.0,"337 Danforth Avenue, Toronto",43.67709,-79.35324,52,290.978480067845,+16473523878,False,$$
Local 1794,"Canadian (New), Gastropubs",Gastropubs,Canadian (New),4.0,"1794 Danforth Avenue, Toronto",43.68459,-79.31881,121,2782.970718235722,+14164631794,False,$$
Mengrai Thai,"Thai, Noodles",,Thai,4.0,"82 Ontario Street, Toronto",43.6541,-79.366917,302,3067.9398603407863,+14168402754,False,$$
Ascari,"Italian, Bars",Bars,Italian,4.0,"1111 Queen Street E, Toronto",43.6619301,-79.3353424,129,2412.530788467424,+14167924157,False,$$$
Lake Inez,"Bars, Asian Fusion",Bars,Asian Fusion,4.5,"1471 Gerrard Street E, Toronto",43.67234,-79.32064,96,2708.0999871549952,N/A,False,$$$
Madrina Bar y Tapas,Tapas Bars,Tapas Bars,,4.0,"2 Trinity Street, Toronto",43.64971833602106,-79.35967868465576,152,3382.6417413357526,+14165488055,False,$$
Tinuno,"Filipino, Seafood",Seafood,Filipino,4.0,"31 Howard Street, Toronto",43.671107,-79.374843,625,2016.4421553646368,+16473439294,False,$$
Sala Modern Thai Kitchen & Bar,"Thai, Asian Fusion",,"Thai, Asian Fusion",4.5,"1262 Danforth Avenue, Toronto",43.6819991223223,-79.3307374790311,200,1791.175248828131,+14164059999,False,$$
Tabule Middle Eastern Cuisine,Middle Eastern,,Middle Eastern,4.0,"810 Queen Street  E, Toronto",43.659652,-79.346481,203,2289.290221288235,+14164652500,False,$$
The One Fusion Cuisine | 聚龍軒,Chinese,,Chinese,4.0,"9019 Bayview Ave., Richmond Hill",43.851401,-79.408161,240,212.7339313528384,+19058829388,False,$$
The Keg Steakhouse + Bar,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,4.0,"162 York Boulevard, Richmond Hill",43.84833178906329,-79.37572589999999,242,2686.5725533777654,+19058820500,False,$$$
Abruzzo Pizza,"Italian, Pizza",Pizza,Italian,4.0,"9010 Yonge St, Richmond Hill",43.84706,-79.43208,259,1856.7096960055437,+19058818222,False,$$
Kim's Tofu,"Korean, Soup",,Korean,4.0,"9019 Bayview Avenue, Richmond Hill",43.85113399055009,-79.40800621969795,121,191.45559881414755,+19057631911,False,$$
Isaan Der - Thai Kitchen & Bar,"Thai, Soup, Noodles",,Thai,4.5,"9021 Leslie Street, Richmond Hill",43.848350635941514,-79.3822362,71,2165.313409696478,+19058826908,False,N/A
The Flying Fish,"Japanese, Sushi Bars, Asian Fusion",Sushi Bars,"Japanese, Asian Fusion",4.0,"324 Highway 7, Richmond Hill",43.8404832,-79.40045,83,1207.9958830115138,+19058829959,False,N/A
Millstone Rice Rolls,Cantonese,,,4.0,"8-328 Highway 7, Richmond Hill",43.84166908832536,-79.39960279646141,38,1172.3199069530374,+12895976788,False,N/A
Jin Korean Noodles,"Korean, Dumplings, Noodles",,Korean,4.5,"230 Commerce Valley Drive E, Markham",43.843985958706504,-79.37812601534272,145,2568.2752294843676,+19057645922,False,$$
Fresh Burger,Burgers,Burgers,,4.0,"9206 Leslie Street, Richmond Hill",43.861341982108016,-79.38746179188539,343,2174.1865727940253,+19055977224,False,$$
Jim Chai Kee,Chinese,,Chinese,4.0,"270 W Beaver Creek Road, Richmond Hill",43.844378228976,-79.387757801304,360,1814.5858413670635,+19058818778,False,$
Frilu Restaurant,Canadian (New),,Canadian (New),4.5,"7713 Yonge Street, Thornhill",43.81572,-79.42389,43,3957.111446309586,+12895978867,False,$$$$
Saigon Star,Vietnamese,,Vietnamese,3.5,"330 Highway 7 E, Richmond Hill",43.8410237391196,-79.3990296782102,202,1256.708799693636,+19057317221,False,$$
Daldongnae Korean BBQ - Richmond Hill,Korean,,Korean,4.5,"135 York Blvd, Richmond Hill",43.84724,-79.37602,45,2671.7606630143746,+19057070683,False,N/A
Palace Bakery & Cafe,"Bakeries, Cafes",Cafes,,4.5,"9019 Bayview Ave, Richmond Hill",43.851,-79.40807,17,175.99000033662162,+19058822236,False,$
Sapporo Sushi,Japanese,,Japanese,3.5,"109-330 Highway 7 E, Richmond Hill",43.84128392535,-79.39883636479,144,1245.0812746947527,+19058827877,False,$$
Shanghai Dim Sum,Dim Sum,,,3.5,"330 Highway 7 E, Richmond Hill",43.84150943504004,-79.39891350908466,142,1222.3180108800616,+19058814680,False,$$
"Parsi Sandwiches, Burgers, and Kabobs","Persian/Iranian, Sandwiches, Burgers","Sandwiches, Burgers",Persian/Iranian,5.0,"8199 Yonge Street, Thornhill",43.82788,-79.42651,61,2798.0474140711017,+19055971188,False,N/A
Scaddabush,Italian,,Italian,3.5,"155A York Boulevard, Richmond Hill",43.847312,-79.374402,446,2800.7837147872965,+19057094280,False,$$
My Wonderful Kitchen,Chinese,,Chinese,3.0,"350 Highway 7 E, Richmond Hill",43.8411399,-79.3975795,205,1294.130426747077,+19058891088,False,$$
Yu Seafood,"Seafood, Dim Sum",Seafood,,3.5,"270 W Beaver Creek Rd, Richmond Hill",43.8444463654611,-79.3873978033662,351,1839.5490301619905,+19058811688,False,$$
Santorini Estiatorio,Greek,,Greek,4.0,"288 John Street, Thornhill",43.8193035,-79.3982466,99,3392.3978907856535,+19057314400,False,$$
Szechuan Legend Restaurant,Chinese,,Chinese,4.5,"505 Highway 7 E, Thornhill",43.841969,-79.386415,50,2014.781403493814,+19058897883,False,$$
Terra,"Canadian (New), Jazz & Blues, Seafood",Seafood,Canadian (New),4.0,"8199 Yonge Street, Thornhill",43.827903611946354,-79.4265915954177,121,2790.8823660819444,+19057316161,False,$$$$
Hub Sushi Fusion Japanese Restaurant,"Japanese, Sushi Bars, Asian Fusion",Sushi Bars,"Japanese, Asian Fusion",4.0,"7398 Yonge Street, Thornhill",43.8096,-79.42348,253,4614.680273717094,+19055971112,False,$$
Tapagria Spanish Tapas,"Spanish, Tapas Bars, Seafood","Tapas Bars, Seafood",,3.5,"230 Commerce Valley Drive E, Markham",43.84368,-79.37783,297,2609.7132671431023,+19057718868,False,$$
Ten Ren's Tea,"Tea Rooms, Taiwanese",,,3.5,"111 Times Avenue, Thornhill",43.841488,-79.391353,189,1692.4353570235821,+19058818896,False,$$
Cho Sun Ok,Korean,,Korean,4.0,"7353 Yonge Street, Markham",43.8067611,-79.4219167,406,4875.560762239241,+19057078426,False,$$
Hug Sushi,Sushi Bars,Sushi Bars,,4.0,"550 Highway 7, Richmond Hill",43.844543,-79.384388,71,2067.1515153609444,+19058812583,False,$$
Ushi Shabu Shabu,Hot Pot,,,4.0,"550 Highway 7 E, Richmond Hill",43.8441265,-79.3846104,86,2095.35268503352,+19057318080,False,$$$
Tasty Pot,"Taiwanese, Bubble Tea, Hot Pot",,,4.0,"550 Hwy 7, Richmond Hill",43.8441284,-79.384599,124,2095.35268503352,+19057638338,False,$$
Ming Cuisine,"Chinese, Seafood",Seafood,Chinese,3.5,"1 Spadina Road, Richmond Hill",43.8611717,-79.3951797,76,1736.5135199471722,+19058837655,False,$$$
Hakka 77,Hakka,,,4.0,"165 E Beaver Creek Road, Richmond Hill",43.8487592841112,-79.378656629788,82,2449.574084897436,+19057077707,False,$$
Bâton Rouge Steakhouse & Bar,"Steakhouses, Seafood, Cocktail Bars","Steakhouses, Seafood, Cocktail Bars",,3.5,"230 Commerce Valley Drive E, Thornhill",43.84368,-79.37783,161,2609.803785772704,+19057646959,False,$$$
Xiaolongkan Chinese Fondue,"Hot Pot, Fondue",,,4.0,"25-26 328 Highway 7, Richmond Hill",43.8409491144861,-79.3996937118667,23,1229.398132588937,+19055971885,False,$$$
Mikaku Udon Bar,"Seafood, Asian Fusion, Bars","Seafood, Bars",Asian Fusion,4.0,"360 Highway 7 E, Richmond Hill",43.84163239999999,-79.39724919999999,94,1306.5688390612079,+19057078787,False,$$
Shinta Japanese BBQ,Japanese,,Japanese,3.5,"280 West Beaver Creek Road, Richmond Hill",43.84370321710325,-79.38821658431243,300,1805.8442892053824,+19055970305,False,$$$
Ryu Izakaya,"Japanese, Tapas/Small Plates, Cocktail Bars",Cocktail Bars,Japanese,4.0,"2 - 115 York Boulevard, Richmond Hill",43.8470535,-79.3781703,69,2503.180970261938,+19058818388,False,N/A
Omei Restaurant,"Chinese, Seafood",Seafood,Chinese,3.5,"420 Highway 7 E, Richmond Hill",43.843493118127114,-79.39081665276098,171,1623.2291140600405,+19058818188,False,$$$
Cafe Bon Bon,"Coffee & Tea, Asian Fusion, Breakfast & Brunch",Coffee & Tea,Asian Fusion,3.5,"550 Highway 7 E, Richmond Hill",43.844869,-79.38455,300,2044.9634868660164,+19055973166,False,$$
Ramona's Kitchen,"Breakfast & Brunch, American",,American,4.0,"7355 Bayview Ave, Markham",43.81361,-79.39865,363,4125.618427354927,+19055979220,False,$$
Big Trio Wonton Noodle,"Noodles, Chinese",,Chinese,4.5,"9688 Leslie Street, Richmond Hill",43.87282,-79.39053,34,2997.3025432123527,+19057701771,False,N/A
Donburi,Japanese,,Japanese,3.5,"505 Highway 7 E, Markham",43.8433374196095,-79.3860469758511,417,1982.840299191714,+19055976505,False,$$
Alchemy,"Breakfast & Brunch, Coffee & Tea",Coffee & Tea,,4.5,"16 Vogell Road, Richmond Hill",43.8643746305932,-79.3834238,44,2636.4761632271297,+19052379669,False,$$
The Keg Steakhouse + Bar,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,4.0,"927 Dixon Rd, Toronto",43.6862449,-79.5973772,183,3192.5060984312418,+14166752311,False,$$$
Zet's Restaurant,"Diners, Greek",,Greek,4.0,"6445 Airport Road, Mississauga",43.6931,-79.62737,447,3025.910049888392,+19056781114,False,$$
Desi Spice,"Indian, Buffets",,Indian,4.0,"25 Woodbine Downs Boulevard, Toronto",43.7356008357922,-79.6047169852063,52,2343.290998306893,+14166757337,False,$$
Chat Hut,Indian,,Indian,4.5,"7106 Airport Road, Mississauga",43.70568,-79.64566,49,3467.1018677069937,+19056722428,False,$
Caribbean Lyme,"Caribbean, American, African",,"Caribbean, American, African",4.5,"1747 Albion Road, Toronto",43.743428883884945,-79.60548995871929,10,3215.047299614281,+16474286994,False,N/A
Golden Joy Hakka Restaurant,Hakka,,,4.0,"900 Albion Road, Toronto",43.735437904248975,-79.55938392076264,26,4285.5889938248,+14167428838,False,$
Mandarin Restaurant,"Buffets, Chinese",,Chinese,3.0,"200 Queen's Plate Drive, Rexdale",43.71986692666242,-79.59594276256561,38,889.4315369209478,+14167466000,False,$$
Punjabi Dhaba,"Food Trucks, Indian",,Indian,4.0,"2855 Derry Road E, Mississauga",43.7022896,-79.6446686,64,3530.738503495013,+19059563442,False,$
Chopstick Cuisine,"Chinese, Seafood, Soup",Seafood,Chinese,4.0,"2875 Derry Road E, Mississauga",43.7031,-79.64428,41,3462.5184614508444,+19056728225,False,$$
Karahi Point,"Indian, Pakistani",,Indian,4.0,"2642 Islington Avenue, Etobicoke",43.7379956,-79.5662669,86,3998.309789069983,+14167466555,False,$$
Ruths Chris Steak House Toronto Airport,"Steakhouses, Lounges, Seafood","Steakhouses, Seafood",,4.0,"970 Dixon Rd, Mississauga",43.68762,-79.60034,68,2998.790548388284,+16477975400,False,$$$$
Wahlburgers,"Burgers, American",Burgers,American,2.5,"6301 Silver Dart Drive, Toronto",43.683214,-79.612614,215,3434.026161081857,+14167762576,False,$$
Wok Of Asia,"Hakka, Thai",,Thai,3.5,"6640 Finch Avenue, Toronto",43.7340995,-79.6057791,40,2179.7210246263626,+14166752066,False,$
Samosa and Sweet Factory,"Indian, Desserts",Desserts,Indian,4.0,"1850 Albion Road, Etobicoke",43.7465,-79.61537,96,3643.845166186158,+14162131165,False,$
MOMO 2 GO,Chinese,,Chinese,4.5,"1530 Albion Road, Toronto",43.7405538,-79.5849457,10,3302.5651478356976,+16475751691,False,N/A
Sushi House,Japanese,,Japanese,4.0,"500 Rexdale Boulevard, Toronto",43.7177887,-79.5969391,11,756.3999170735121,+14162131858,False,$$
Sweet Mahal,Indian,,Indian,3.0,"680 Rexdale Boulevard, Toronto",43.72063,-79.61405,46,1091.843970357631,+14166799191,False,$$
Zaytoun Kitchen,"Afghan, Halal, Chicken Wings",,,4.5,"120 Queens Plate Drive, Toronto",43.714982505415,-79.5937590371701,5,839.6057338009076,+14167451100,False,N/A
Shawarma and Kebob Palace,"Egyptian, Kebab",,,5.0,"180 Queens Plate Drive, Toronto",43.7190813750012,-79.59450591355562,4,928.1268435854943,+14167429761,False,N/A
Charleys Cheesesteaks,"Steakhouses, Sandwiches, Cheesesteaks","Steakhouses, Sandwiches, Cheesesteaks",,4.5,"500 Rexdale Road, Etobicoke",43.71995730461158,-79.60062075040129,4,668.0318284736043,+14167989914,False,N/A
Sweet India Restaurant,Indian,,Indian,3.5,"7126 Airport Road, Mississauga",43.70609,-79.64608,84,3497.1948857928605,+19056730041,False,$
Tandoori Time,"Pakistani, Indian, Halal",,Indian,3.5,"1727 Albion Road, Toronto",43.743394,-79.602661,38,3211.8047722096176,+14167427272,False,$$
Firehouse Subs,"Sandwiches, Fast Food, Delis","Sandwiches, Fast Food",,4.5,"6815 Airport Rd., Mississauga",43.70027,-79.63713,17,3086.4499758494617,+19054051964,False,N/A
Starving Artist,Breakfast & Brunch,,,3.5,"2141 Kipling Avenue, Toronto",43.7194478636552,-79.5693070339342,37,2856.0410675885796,+16473508240,False,N/A
Q's Shawarma,Mediterranean,,Mediterranean,4.0,"1075 Martin Grove Road, Toronto",43.7016296,-79.5750732,17,2747.9373097174916,+14162407712,False,$$
Al-Meezans Spicy Grill,"Middle Eastern, Afghan",,Middle Eastern,3.0,"670 Rexdale Boulevard, Toronto",43.72075,-79.6132499,17,993.127783472098,+14166757775,False,$
The Kebob,"Halal, Pakistani",,,4.0,"3417 Derry Road E, Mississauga",43.71305,-79.6333,11,2344.9637610254563,+19056782324,False,$$
Ralph’s West Indian Delights,"Caribbean, Breakfast & Brunch",,Caribbean,5.0,"180 Queens Plate Drive, Toronto",43.718771,-79.594552,3,906.6067394362287,+14166747765,False,N/A
Lone Star Texas Grill,"Tex-Mex, Burgers, Steakhouses","Burgers, Steakhouses",,3.0,"930 Dixon Rd, Etobicoke",43.686862,-79.597293,95,3126.1186807975487,+14166747777,False,$$
Harvey's,"Burgers, Fast Food, American","Burgers, Fast Food",American,4.5,"6995 Rexwood Road, Mississauga",43.71595,-79.62651,8,1803.6948980702775,+19056127336,False,N/A
St. Louis Bar and Grill,"Sports Bars, Chicken Wings",Sports Bars,,2.0,"557 Dixon Road, Toronto",43.69006,-79.57165,51,3770.4199319563495,+14162485622,False,$$
Pita Land,"Middle Eastern, Halal, Sandwiches",Sandwiches,Middle Eastern,4.0,"285 Rexdale Blvd, Toronto",43.71312,-79.58016,8,1931.6432892819603,+14167446863,False,$$
LOT 41,"Lounges, Tapas/Small Plates, Cocktail Bars",Cocktail Bars,,3.0,"655 Dixon Road, Toronto",43.68940769445824,-79.57863420563235,17,3467.4583697816106,+14162441711,False,$$
Arizona Grill Lounge,"Barbeque, Mexican, Pubs","Barbeque, Pubs",Mexican,2.0,"215 Carlingview Drive, Etobicoke",43.6834599,-79.59241,133,3541.373082494864,+14166747772,False,$$
Brar Sweets & Restaurant,Indian,,Indian,3.5,"2646 Islington Avenue, Etobicoke",43.73809,-79.56626,41,4029.247167061681,+14167454449,False,$
Thai Express,Thai,,Thai,4.0,"500 Rexdale Boulevard, Toronto",43.7192425767132,-79.5993315452303,3,653.2972950642138,+14166798158,False,N/A
TOCA,Italian,,Italian,4.0,"181 Wellington Street W, Toronto",43.6453201,-79.3871017,171,516.4472443164691,+14165728008,False,$$$$
The Loose Moose,"Sports Bars, Gastropubs, Canadian (New)","Sports Bars, Gastropubs",Canadian (New),3.5,"146 Front Street West, Toronto",43.64522746,-79.3838502,462,254.79234447242357,+14169778840,False,$$
Akira Back,"Japanese, Korean, Asian Fusion",,"Japanese, Korean, Asian Fusion",4.0,"80 Blue Jays Way, Toronto",43.64541,-79.3923,207,942.4642508335852,+14378005967,False,$$$$
Minami Toronto,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"225 King Street W, Toronto",43.64670917505803,-79.3884829276101,112,647.9862389011814,+14165199182,False,N/A
Estiatorio Volos,"Seafood, Greek, Mediterranean",Seafood,"Greek, Mediterranean",4.0,"133 Richmond St W, Toronto",43.65016,-79.38477,339,631.3975306384691,+14168611211,False,$$$
Sansotei Ramen,Ramen,,,4.5,"65 Front Street W, Toronto",43.645322,-79.380408,18,23.364378556915806,+14168619770,False,N/A
360 Restaurant,Canadian (New),,Canadian (New),3.5,"290 Bremner Blvd, Toronto",43.6422401,-79.3898128,1033,807.5143604158945,+14163625411,False,$$$$
Chefs Hall,Food Court,,,4.0,"111 Richmond Street W, Toronto",43.6503522,-79.3837951,323,619.4499675812845,+16475575993,False,$$
Holy Cow Japanese Steakhouse,"Steakhouses, Halal, Asian Fusion",Steakhouses,Asian Fusion,4.5,"254 Queen Street  W, Toronto",43.64993,-79.39145,163,1016.9684461501612,+14167928269,False,$$$
Chotto Matte,"Japanese, Peruvian, Sushi Bars",Sushi Bars,"Japanese, Peruvian",4.0,"161 Bay Street, Toronto",43.6462867067857,-79.3788714800065,167,185.445149555509,+14169888097,False,N/A
Michael's on Simcoe,"Steakhouses, Italian, Seafood","Steakhouses, Seafood",Italian,4.0,"100 Simcoe Street, Toronto",43.6481895,-79.3867188,168,569.0009358984671,+14162605100,False,$$$$
Terroni,Italian,,Italian,3.5,"57A Adelaide Street E, Toronto",43.6508,-79.3756,797,746.5389402587406,+14162033093,False,$$
Levetto,"Italian, Pizza, Salad",Pizza,Italian,4.0,"9001 Dufferin Street, Thornhill",43.8363758794242,-79.4808229667954,236,153.82816542334092,+19055536400,False,$$
Aroowha Sushi & Sake Bar,"Japanese, Seafood Markets",Seafood Markets,Japanese,4.0,"1101 Rutherford Road, Thornhill",43.8433,-79.47989,123,1132.7966411403024,+19058860309,False,$$
Mister laffa,Middle Eastern,,Middle Eastern,3.5,"9001 Dufferin Street, Thornhill",43.8360227177155,-79.4812724658163,59,199.6004758050298,+19057649191,False,$
Antonino's Pizzeria & Panini,"Pizza, Italian, Salad",Pizza,Italian,4.0,"1801 Rutherford Road, Concord",43.84012,-79.49272,72,1005.8889936486394,+19053034888,False,$$
Sushi Wa,"Sushi Bars, Japanese, Asian Fusion",Sushi Bars,"Japanese, Asian Fusion",4.5,"7000 Bathurst Street, Vaughan",43.79311,-79.44669,235,5672.52636373367,+19057601294,False,$$
The Corned Beef House,"Sandwiches, Salad, Coffee & Tea","Sandwiches, Coffee & Tea",,4.0,"8707 Dufferin Street, Vaughan",43.82854,-79.47888,24,1052.4200354910809,+19055971994,False,$$
